19607, 1.0127298831939697
19607, 1.085632562637329
19607, 1.1408820152282715
19606, 1.3045423030853271
19575, 1.308619499206543
19574, 1.501847505569458
19189, 1.473435401916504
16794, 1.6832685470581055
9329, 0.7071859836578369
9303, 0.8740801811218262
9032, 0.7131145000457764
9032, 0.9243578910827637
9032, 0.7652699947357178
9031, 0.9771425724029541
9030, 0.8095977306365967
9004, 1.042391061782837
8733, 0.8221957683563232
7327, 0.868441104888916
6047, 0.576667308807373
2956, 0.3626139163970947
1363, 0.1263270378112793
1363, 0.16366314888000488
1362, 0.13005709648132324
1362, 0.17108654975891113
1361, 0.13505840301513672
1345, 0.177626371383667
1242, 0.1298363208770752
908, 0.11599016189575195
892, 0.08955097198486328
799, 0.10287189483642578
541, 0.05144834518432617
190, 0.021387577056884766
61, 0.004877328872680664
61, 0.006198406219482422
60, 0.004791736602783203
54, 0.005267143249511719
39, 0.002511262893676758
19, 0.00029850006103515625
4, 6.866455078125e-05
3, 6.0558319091796875e-05
2, 5.173683166503906e-05
1, 4.363059997558594e-05
