2955, 0.1397693157196045
3767, 0.18759918212890625
2424, 0.12218594551086426
4017, 0.2572183609008789
2040, 0.11441969871520996
4343, 0.3041403293609619
2595, 0.16211915016174316
4493, 0.3580605983734131
1261, 0.08044695854187012
2424, 0.20729398727416992
1253, 0.08681702613830566
1110, 0.09983277320861816
1404, 0.10629415512084961
1917, 0.18242740631103516
1457, 0.11316871643066406
1589, 0.15933799743652344
1077, 0.08774447441101074
1325, 0.1342923641204834
917, 0.07459306716918945
764, 0.077606201171875
362, 0.0280609130859375
385, 0.0380709171295166
510, 0.04274153709411621
524, 0.05582308769226074
557, 0.04968428611755371
630, 0.07428121566772461
533, 0.050889015197753906
425, 0.06378483772277832
417, 0.03814697265625
408, 0.048734188079833984
277, 0.023337125778198242
129, 0.013498544692993164
54, 0.004048347473144531
54, 0.005201816558837891
52, 0.0038950443267822266
49, 0.004666805267333984
36, 0.0021851062774658203
17, 0.00026226043701171875
4, 7.081031799316406e-05
3, 6.198883056640625e-05
2, 5.340576171875e-05
1, 4.38690185546875e-05
